tick,pid,queue,arrival,service,lambda_hat,mu_hat,scheduler_score,chosen,waiting_time,completion_time,throughput,V,drift
0,0,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,1,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,2,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,3,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,4,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,5,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,6,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,7,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,8,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,9,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,10,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,11,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,12,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,13,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,14,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,15,0,0.600000,1.000000,0.600000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
1000,0,105,0.600000,1.000000,0.478422,1.000000,0.000000,0,0.000000,838.000000,1.000000,178839.000000,-215.000000
1000,1,105,0.600000,1.000000,0.553954,1.000000,0.000000,0,0.000000,915.000000,1.000000,178839.000000,-215.000000
1000,2,107,0.600000,1.000000,0.567159,1.000000,0.000000,0,0.000000,997.000000,1.000000,178839.000000,-215.000000
1000,3,107,0.600000,1.000000,0.593449,1.000000,0.000000,0,0.000000,991.000000,1.000000,178839.000000,-215.000000
1000,4,107,0.600000,1.000000,0.577680,1.000000,0.000000,0,0.000000,992.000000,1.000000,178839.000000,-215.000000
1000,5,107,0.600000,1.000000,0.791593,1.000000,0.000000,0,0.000000,986.000000,1.000000,178839.000000,-215.000000
1000,6,107,0.600000,1.000000,0.613423,1.000000,0.000000,0,0.000000,995.000000,1.000000,178839.000000,-215.000000
1000,7,107,0.600000,1.000000,0.488914,1.000000,0.000000,0,0.000000,999.000000,1.000000,178839.000000,-215.000000
1000,8,108,0.600000,1.000000,0.414430,1.000000,0.000000,0,0.000000,985.000000,1.000000,178839.000000,-215.000000
1000,9,106,0.600000,1.000000,0.633970,1.000000,0.000000,0,0.000000,917.000000,1.000000,178839.000000,-215.000000
1000,10,96,0.600000,1.000000,0.413697,1.000000,0.000000,0,0.000000,721.000000,1.000000,178839.000000,-215.000000
1000,11,107,0.600000,1.000000,0.550376,1.000000,0.000000,0,0.000000,993.000000,1.000000,178839.000000,-215.000000
1000,12,107,0.600000,1.000000,0.541522,1.000000,0.000000,0,0.000000,994.000000,1.000000,178839.000000,-215.000000
1000,13,104,0.600000,1.000000,0.420484,1.000000,0.000000,0,0.000000,897.000000,1.000000,178839.000000,-215.000000
1000,14,104,0.600000,1.000000,0.466064,1.000000,0.000000,0,0.000000,844.000000,1.000000,178839.000000,-215.000000
1000,15,107,0.600000,1.000000,0.430207,1.000000,0.000000,1,720.000000,1000.000000,1.000000,178839.000000,-215.000000
2000,0,202,0.600000,1.000000,0.622064,1.000000,0.000000,0,0.000000,1999.000000,1.000000,621208.000000,1191.000000
2000,1,194,0.600000,1.000000,0.580092,1.000000,0.000000,0,0.000000,1919.000000,1.000000,621208.000000,1191.000000
2000,2,197,0.600000,1.000000,0.595350,1.000000,0.000000,0,0.000000,1990.000000,1.000000,621208.000000,1191.000000
2000,3,191,0.600000,1.000000,0.417665,1.000000,0.000000,0,0.000000,1708.000000,1.000000,621208.000000,1191.000000
2000,4,200,0.600000,1.000000,0.436671,1.000000,0.000000,0,0.000000,1879.000000,1.000000,621208.000000,1191.000000
2000,5,189,0.600000,1.000000,0.378214,1.000000,0.000000,0,0.000000,1771.000000,1.000000,621208.000000,1191.000000
2000,6,198,0.600000,1.000000,0.493158,1.000000,0.000000,0,0.000000,1988.000000,1.000000,621208.000000,1191.000000
2000,7,199,0.600000,1.000000,0.365361,1.000000,0.000000,0,0.000000,1961.000000,1.000000,621208.000000,1191.000000
2000,8,198,0.600000,1.000000,0.245929,1.000000,0.000000,0,0.000000,1918.000000,1.000000,621208.000000,1191.000000
2000,9,202,0.600000,1.000000,0.622786,1.000000,0.000000,1,1155.000000,2000.000000,1.000000,621208.000000,1191.000000
2000,10,198,0.600000,1.000000,0.367448,1.000000,0.000000,0,0.000000,1989.000000,1.000000,621208.000000,1191.000000
2000,11,199,0.600000,1.000000,0.410087,1.000000,0.000000,0,0.000000,1926.000000,1.000000,621208.000000,1191.000000
2000,12,189,0.600000,1.000000,0.278878,1.000000,0.000000,0,0.000000,1457.000000,1.000000,621208.000000,1191.000000
2000,13,201,0.600000,1.000000,0.624391,1.000000,0.000000,0,0.000000,1997.000000,1.000000,621208.000000,1191.000000
2000,14,196,0.600000,1.000000,0.520823,1.000000,0.000000,0,0.000000,1967.000000,1.000000,621208.000000,1191.000000
2000,15,199,0.600000,1.000000,0.604190,1.000000,0.000000,0,0.000000,1994.000000,1.000000,621208.000000,1191.000000
3000,0,317,0.600000,1.000000,0.575799,1.000000,0.000000,0,0.000000,2859.000000,1.000000,1653936.000000,1280.000000
3000,1,322,0.600000,1.000000,0.707392,1.000000,0.000000,0,0.000000,2937.000000,1.000000,1653936.000000,1280.000000
3000,2,319,0.600000,1.000000,0.535946,1.000000,0.000000,0,0.000000,2975.000000,1.000000,1653936.000000,1280.000000
3000,3,320,0.600000,1.000000,0.399017,1.000000,0.000000,0,0.000000,2656.000000,1.000000,1653936.000000,1280.000000
3000,4,319,0.600000,1.000000,0.545597,1.000000,0.000000,0,0.000000,2953.000000,1.000000,1653936.000000,1280.000000
3000,5,326,0.600000,1.000000,0.549345,1.000000,0.000000,1,1722.000000,3000.000000,1.000000,1653936.000000,1280.000000
3000,6,319,0.600000,1.000000,0.646190,1.000000,0.000000,0,0.000000,2972.000000,1.000000,1653936.000000,1280.000000
3000,7,324,0.600000,1.000000,0.489570,1.000000,0.000000,0,0.000000,2708.000000,1.000000,1653936.000000,1280.000000
3000,8,318,0.600000,1.000000,0.617122,1.000000,0.000000,0,0.000000,2974.000000,1.000000,1653936.000000,1280.000000
3000,9,325,0.600000,1.000000,0.741951,1.000000,0.000000,0,0.000000,2988.000000,1.000000,1653936.000000,1280.000000
3000,10,320,0.600000,1.000000,0.666928,1.000000,0.000000,0,0.000000,2980.000000,1.000000,1653936.000000,1280.000000
3000,11,321,0.600000,1.000000,0.616192,1.000000,0.000000,0,0.000000,2418.000000,1.000000,1653936.000000,1280.000000
3000,12,319,0.600000,1.000000,0.718964,1.000000,0.000000,0,0.000000,2605.000000,1.000000,1653936.000000,1280.000000
