tick,pid,queue,arrival,service,lambda_hat,mu_hat,scheduler_score,chosen,waiting_time,completion_time,throughput,V,drift
0,0,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,1,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,2,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,3,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,4,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,5,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,6,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,7,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,8,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,9,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,10,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,11,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,12,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,13,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,14,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
0,15,0,0.700000,1.000000,0.700000,1.000000,0.000000,0,0.000000,-1.000000,0.000000,0.000000,0.000000
1000,0,632,0.700000,1.000000,0.706265,1.000000,0.000000,0,0.000000,931.000000,1.000000,6415087.000000,12682.000000
1000,1,634,0.700000,1.000000,0.612037,1.000000,0.000000,0,0.000000,991.000000,1.000000,6415087.000000,12682.000000
1000,2,636,0.700000,1.000000,0.902534,1.000000,0.000000,0,0.000000,997.000000,1.000000,6415087.000000,12682.000000
1000,3,638,0.700000,1.000000,0.731165,1.000000,0.000000,0,0.000000,988.000000,1.000000,6415087.000000,12682.000000
1000,4,630,0.700000,1.000000,0.626356,1.000000,0.000000,0,0.000000,584.000000,1.000000,6415087.000000,12682.000000
1000,5,637,0.700000,1.000000,0.629004,1.000000,0.000000,0,0.000000,998.000000,1.000000,6415087.000000,12682.000000
1000,6,633,0.700000,1.000000,0.686650,1.000000,0.000000,0,0.000000,935.000000,1.000000,6415087.000000,12682.000000
1000,7,630,0.700000,1.000000,0.661997,1.000000,0.000000,0,0.000000,982.000000,1.000000,6415087.000000,12682.000000
1000,8,634,0.700000,1.000000,0.624176,1.000000,0.000000,0,0.000000,956.000000,1.000000,6415087.000000,12682.000000
1000,9,629,0.700000,1.000000,0.544255,1.000000,0.000000,0,0.000000,890.000000,1.000000,6415087.000000,12682.000000
1000,10,623,0.700000,1.000000,0.628750,1.000000,0.000000,0,0.000000,833.000000,1.000000,6415087.000000,12682.000000
1000,11,634,0.700000,1.000000,0.673746,1.000000,0.000000,0,0.000000,919.000000,1.000000,6415087.000000,12682.000000
1000,12,636,0.700000,1.000000,0.670379,1.000000,0.000000,0,0.000000,976.000000,1.000000,6415087.000000,12682.000000
1000,13,637,0.700000,1.000000,0.730798,1.000000,0.000000,0,0.000000,962.000000,1.000000,6415087.000000,12682.000000
1000,14,639,0.700000,1.000000,0.825581,1.000000,0.000000,1,956.000000,1000.000000,1.000000,6415087.000000,12682.000000
1000,15,629,0.700000,1.000000,0.701258,1.000000,0.000000,0,0.000000,734.000000,1.000000,6415087.000000,12682.000000
2000,0,1285,0.700000,1.000000,0.808287,1.000000,0.000000,0,0.000000,1735.000000,1.000000,26631106.000000,17997.000000
2000,1,1292,0.700000,1.000000,0.674199,1.000000,0.000000,0,0.000000,1982.000000,1.000000,26631106.000000,17997.000000
2000,2,1291,0.700000,1.000000,0.543356,1.000000,0.000000,0,0.000000,1549.000000,1.000000,26631106.000000,17997.000000
2000,3,1289,0.700000,1.000000,0.615947,1.000000,0.000000,0,0.000000,1949.000000,1.000000,26631106.000000,17997.000000
2000,4,1291,0.700000,1.000000,0.604411,1.000000,0.000000,0,0.000000,1987.000000,1.000000,26631106.000000,17997.000000
2000,5,1294,0.700000,1.000000,0.702281,1.000000,0.000000,0,0.000000,1991.000000,1.000000,26631106.000000,17997.000000
2000,6,1293,0.700000,1.000000,0.690641,1.000000,0.000000,0,0.000000,1926.000000,1.000000,26631106.000000,17997.000000
